Entrez,Term
4334234,GO:0045454
4334235,GO:0009416
4334247,GO:0006412
4334260,GO:0006355
4334265,GO:0006468
4334269,GO:0006355
4334271,GO:0006468
4334273,GO:0006468
4334274,GO:0005975
4334274,GO:0006108
4334274,GO:0044262
4334274,GO:0055114
4334276,GO:0055114
4334290,GO:0006094
4334290,GO:0006096
4334294,GO:0006355
4334300,GO:0015979
4334307,GO:0030042
4334308,GO:0008152
4334308,GO:0055114
4334309,GO:0006184
4334309,GO:0007017
4334309,GO:0007018
4334309,GO:0051258
4334311,GO:0006633
4334311,GO:0055114
4334316,GO:0009052
4334331,GO:0006810
4334331,GO:0006886
4334331,GO:0015031
4334331,GO:0016192
4334332,GO:0055114
4334338,GO:0055114
4334340,GO:0046836
4334349,GO:0055114
4334349,GO:0008152
4334353,GO:0008033
4334354,GO:0006511
4334356,GO:0006886
4334356,GO:0016192
4334359,GO:0006457
4334366,GO:0006468
4334379,GO:0008152
4334382,GO:0055114
4334384,GO:0006810
4334384,GO:0016192
4334385,GO:0006468
4334387,GO:0006508
4334389,GO:0006260
4334396,GO:0006468
4334399,GO:0006869
4334401,GO:0006869
4334402,GO:0008152
4334405,GO:0006520
4334405,GO:0055114
4334408,GO:0006139
4334415,GO:0006662
4334415,GO:0045454
4334418,GO:0006355
4334418,GO:0009408
9272589,GO:0006412
4334424,GO:0006355
4334425,GO:0006568
4334425,GO:0008152
4334427,GO:0006568
4334427,GO:0008152
4334431,GO:0006355
4334433,GO:0055114
4334435,GO:0006306
4334435,GO:0090116
4334438,GO:0006412
4334439,GO:0006334
4334453,GO:0006662
4334453,GO:0045454
4334460,GO:0009231
4334472,GO:0006810
4334472,GO:0016192
4334477,GO:0055114
4334481,GO:0006486
4334490,GO:0006457
4334490,GO:0044267
4334492,GO:0008610
4334492,GO:0009058
4334497,GO:0055114
4334502,GO:0045454
4334506,GO:0006122
4334512,GO:0006412
4334515,GO:0030244
4334518,GO:0006869
4334519,GO:0006468
9271916,GO:0008152
4334522,GO:0055085
4334523,GO:0006355
4334526,GO:0006470
4334528,GO:0006396
4334529,GO:0008033
4334534,GO:0006184
4334534,GO:0007165
4334534,GO:0007264
4334534,GO:0015031
4334534,GO:0019725
4334536,GO:0006629
4334536,GO:0008152
4334537,GO:0015995
4334539,GO:0006810
4334539,GO:0006886
4334539,GO:0015031
4334539,GO:0016192
4334542,GO:0006457
4334544,GO:0006412
4334545,GO:0007264
4334546,GO:0006259
4334546,GO:0006265
4334553,GO:0006355
4334554,GO:0006555
4334554,GO:0055114
4334555,GO:0006412
4334558,GO:0006355
4334561,GO:0006468
9272278,GO:0006412
4334578,GO:0044237
4334583,GO:0006508
4334583,GO:0019370
4334586,GO:0030001
4334588,GO:0009813
4334588,GO:0042398
4334590,GO:0006184
4334590,GO:0006886
4334590,GO:0006913
4334590,GO:0007165
4334590,GO:0007264
4334590,GO:0015031
4334605,GO:0006468
4334606,GO:0009664
4334608,GO:0006694
4334608,GO:0055114
4334609,GO:0001510
4334609,GO:0032259
4334612,GO:0006457
4334614,GO:0006468
9271734,GO:0055085
4334619,GO:0007264
4334619,GO:0015031
4334620,GO:0006810
4334620,GO:0055085
4334624,GO:0032259
4334630,GO:0006468
4334631,GO:0006626
4334631,GO:0045039
4334632,GO:0032968
9269222,GO:0006468
4334640,GO:0000162
4334640,GO:0009058
4334641,GO:0008152
4334651,GO:0006412
9266557,GO:0005975
4334653,GO:0005975
4334654,GO:0006468
4334654,GO:0048544
4334655,GO:0008152
4334666,GO:0006629
4334668,GO:0006355
4334671,GO:0006189
4334675,GO:0006457
4334679,GO:0006012
4334679,GO:0008152
4334679,GO:0016310
4334679,GO:0046835
4334681,GO:0008152
4334683,GO:0008152
9267457,GO:0008033
4334688,GO:0006396
4334689,GO:0005975
4334691,GO:0006281
4334701,GO:0022900
4334707,GO:0008152
4334710,GO:0030244
4334711,GO:0009435
4334711,GO:0019358
4334716,GO:0006468
4334716,GO:0048544
4334717,GO:0072488
4334718,GO:0043086
4334721,GO:0006744
4334721,GO:0008152
4334721,GO:0055114
4334727,GO:0006468
4334727,GO:0006950
4334735,GO:0006468
4334736,GO:0008152
4334738,GO:0006468
4334739,GO:0055114
4334744,GO:0008152
4334746,GO:0006184
4334746,GO:0006886
4334746,GO:0006913
4334746,GO:0007165
4334746,GO:0007264
4334746,GO:0015031
4334748,GO:0009269
4334749,GO:0006412
4334753,GO:0008152
4334754,GO:0005975
4334756,GO:0006468
9269241,GO:0006396
4334757,GO:0007165
4334758,GO:0006629
4334764,GO:0008152
4334765,GO:0005975
4334766,GO:0006351
9266028,GO:0007585
9266028,GO:0055114
4334774,GO:0006468
4334780,GO:0030041
4334781,GO:0006886
4334783,GO:0006355
4334786,GO:0007030
4334786,GO:0015031
4334790,GO:0008152
4334794,GO:0008152
4334794,GO:0008652
4334800,GO:0006414
4334801,GO:0045454
4334806,GO:0015940
4334819,GO:0006355
4334823,GO:0032312
4334824,GO:0006396
4334826,GO:0006355
4334827,GO:0005975
4334827,GO:0006073
4334831,GO:0006355
4334835,GO:0055114
9267125,GO:0006810
9267125,GO:0006303
4334838,GO:0006633
4334839,GO:0008152
4334840,GO:0044238
4334841,GO:0055114
4334849,GO:0006886
4334854,GO:0006855
4334854,GO:0055085
4334856,GO:0006629
9270136,GO:0006457
9270136,GO:0042026
9270136,GO:0044267
4334864,GO:0006355
4334873,GO:0006810
4334873,GO:0006833
4334873,GO:0055085
4334886,GO:0055114
4334887,GO:0006909
4334898,GO:0006468
4334898,GO:0048544
4334899,GO:0006468
4334899,GO:0048544
4334901,GO:0008152
4334901,GO:0009058
4334907,GO:0006629
4334908,GO:0055085
4334909,GO:0006139
4334909,GO:0046939
4334913,GO:0008152
4334913,GO:0055114
4334914,GO:0008152
4334914,GO:0055114
4334915,GO:0008152
4334915,GO:0055114
4334916,GO:0008152
4334916,GO:0055114
4334917,GO:0006527
4334917,GO:0008295
4334918,GO:0006508
4334921,GO:0006468
4334928,GO:0006355
4334932,GO:0000103
4334934,GO:0006887
4334935,GO:0006952
4334937,GO:0006952
4334938,GO:0006413
4334938,GO:0006446
4334949,GO:0008152
9272344,GO:0006633
9272344,GO:0008152
4334952,GO:0015986
4334954,GO:0032012
4334955,GO:0008033
4334955,GO:0008152
4334955,GO:0055114
4334963,GO:0006952
4334968,GO:0006096
4334968,GO:0008152
4334968,GO:0055114
4334975,GO:0006508
4334975,GO:0043086
4334981,GO:0006468
4334987,GO:0006508
4334988,GO:0006508
4334989,GO:0006468
4334990,GO:0006355
4334994,GO:0055114
4334998,GO:0006886
4334998,GO:0006888
4335001,GO:0005975
4335001,GO:0008152
4335001,GO:0030259
4335004,GO:0006468
4335011,GO:0008152
4335018,GO:0006468
4335026,GO:0055114
4335042,GO:0005975
4335047,GO:0006508
4335048,GO:0006535
4335048,GO:0008152
4335054,GO:0055114
4335058,GO:0007165
4335058,GO:0000160
4335058,GO:0006355
4335058,GO:0009873
4335058,GO:0018106
4335063,GO:0055114
4335083,GO:0006508
9272088,GO:0009231
9272088,GO:0055114
4335090,GO:0008152
4335091,GO:0055114
4335093,GO:0008152
4335094,GO:0008152
4335096,GO:0055114
4335099,GO:0055114
4335115,GO:0006817
4335115,GO:0055085
4335120,GO:0006952
4335122,GO:0006278
4335122,GO:0015074
4335134,GO:0006886
4335134,GO:0016192
4335140,GO:0006468
4335159,GO:0008152
9269928,GO:0008152
4335167,GO:0008152
4335168,GO:0008152
4335169,GO:0008152
4335170,GO:0006508
4335176,GO:0006810
4335176,GO:0055085
4335177,GO:0006810
4335177,GO:0055085
4335190,GO:0016567
4335194,GO:0006952
4335201,GO:0006904
4335201,GO:0016192
4335202,GO:0006979
4335202,GO:0055114
4335203,GO:0055114
4335210,GO:0006072
4335210,GO:0055114
4335211,GO:0006139
4335214,GO:0048544
4335219,GO:0006508
4335222,GO:0009664
4335223,GO:0055114
4335226,GO:0006810
4335226,GO:0006833
4335226,GO:0055085
4335227,GO:0005975
4335293,GO:0045454
4335295,GO:0030001
4335313,GO:0006904
4335313,GO:0016192
4335314,GO:0006334
4335317,GO:0008152
4335317,GO:0009089
4335322,GO:0006355
4335330,GO:0008152
9269269,GO:0008152
4335335,GO:0009308
4335335,GO:0055114
4335345,GO:0008152
4335348,GO:0008152
4335352,GO:0006468
4335364,GO:0008033
4335364,GO:0008152
4335364,GO:0055114
4335388,GO:0006355
4335402,GO:0008152
4335426,GO:0000160
4335426,GO:0006355
4335426,GO:0006468
4335426,GO:0007165
4335427,GO:0006355
4335427,GO:0045944
4335428,GO:0008152
4335430,GO:0009052
4335435,GO:0006457
4335447,GO:0005985
4335447,GO:0009058
4335455,GO:0006508
4335469,GO:0030488
4335472,GO:0055114
4335474,GO:0008152
4335478,GO:0009987
4335479,GO:0006508
4335485,GO:0008152
4335497,GO:0006508
4335504,GO:0006508
4335507,GO:0006508
4335518,GO:0008152
4335526,GO:0008152
4335529,GO:0008152
4335530,GO:0055114
4335531,GO:0006412
4335542,GO:0006355
4335543,GO:0016567
9269829,GO:0000160
9269829,GO:0006355
4335547,GO:0006412
4335552,GO:0007018
4335556,GO:0006457
4335559,GO:0055114
4335562,GO:0055114
4335566,GO:0006468
4335566,GO:0048544
4335574,GO:0055114
4335576,GO:0055114
4335578,GO:0006260
4335580,GO:0006468
4335581,GO:0006468
9269553,GO:0006468
9272252,GO:0006468
4335593,GO:0006468
4335599,GO:0055114
4335600,GO:0006810
4335606,GO:0006281
4335606,GO:0007018
4335607,GO:0006412
4335609,GO:0008152
4335621,GO:0008152
4335625,GO:0055114
4335627,GO:0006631
4335627,GO:0006633
4335627,GO:0055114
4335634,GO:0006814
4335639,GO:0006887
4335640,GO:0008152
4335642,GO:0006886
4335642,GO:0016192
4335655,GO:0008152
4335657,GO:0006355
4335664,GO:0006355
4335672,GO:0009082
4335673,GO:0006099
4335673,GO:0008152
4335673,GO:0055114
9272556,GO:0030001
4335676,GO:0055085
4335677,GO:0055085
4335678,GO:0008152
4335679,GO:0008152
4335682,GO:0008152
4335683,GO:0008152
4335687,GO:0006468
4335689,GO:0006099
4335689,GO:0008152
4335691,GO:0006383
4335699,GO:0006396
4335700,GO:0006508
4335702,GO:0006289
4335707,GO:0006355
4335708,GO:0006426
4335710,GO:0055114
4335729,GO:0071805
4335732,GO:0006457
4335737,GO:0005975
4335738,GO:0006281
4335739,GO:0044237
4335745,GO:0008152
4335749,GO:0008152
4335753,GO:0006221
4335753,GO:0008652
4335756,GO:0009094
4335759,GO:0055114
4335761,GO:0006355
4335762,GO:0006355
4335767,GO:0006468
4335779,GO:0022900
4335780,GO:0005975
4335782,GO:0006730
4335785,GO:0045454
4335786,GO:0006886
4335786,GO:0006888
4335789,GO:0005975
4335790,GO:0005975
4335808,GO:0006355
4335809,GO:0055114
4335813,GO:0010044
4335817,GO:0016567
4335823,GO:0006334
4335826,GO:0006468
4335826,GO:0048544
4335831,GO:0048544
4335831,GO:0006468
9272168,GO:0006950
4335846,GO:0006979
4335846,GO:0055114
9266560,GO:0006511
4335860,GO:0030244
4335862,GO:0009435
4335862,GO:0019358
4335862,GO:0019363
4335864,GO:0006468
4335866,GO:0006629
4335866,GO:0035556
4335869,GO:0006508
4335869,GO:0043086
4335871,GO:0006457
4335877,GO:0006468
4335881,GO:0006662
4335881,GO:0045454
4335891,GO:0009451
4335891,GO:0043412
4335896,GO:0006979
4335896,GO:0055114
4335899,GO:0003333
4335899,GO:0006810
4335899,GO:0006865
4335899,GO:0055085
4335906,GO:0006662
4335906,GO:0045454
4335911,GO:0016567
4335914,GO:0006468
4335918,GO:0042545
4335920,GO:0046836
4335925,GO:0006468
4335932,GO:0006857
4335934,GO:0006355
4335934,GO:0009725
4335937,GO:0000160
4335937,GO:0006355
4335953,GO:0055114
4335962,GO:0006633
4335962,GO:0008152
4335962,GO:0009058
4335967,GO:0006465
4335968,GO:0006457
4335973,GO:0006536
4335973,GO:0019752
4335974,GO:0055114
4335975,GO:0055114
4335976,GO:0055114
4335977,GO:0006536
4335977,GO:0019752
4335980,GO:0006508
4335984,GO:0008152
4335984,GO:0009688
4335984,GO:0055114
4335985,GO:0006839
4335986,GO:0042546
4336004,GO:0008152
4336008,GO:0009785
4336009,GO:0006511
4336012,GO:0006810
4336012,GO:0055085
4336013,GO:0006810
4336013,GO:0055085
4336015,GO:0006810
4336015,GO:0055085
4336017,GO:0006810
4336017,GO:0055085
4336023,GO:0008152
4336023,GO:0009107
4336030,GO:0008152
4336035,GO:0006468
4336037,GO:0005975
4336037,GO:0019318
4336039,GO:0005975
4336039,GO:0019318
4336041,GO:0042545
4336042,GO:0006810
4336042,GO:0055085
4336044,GO:0055114
4336044,GO:0006006
4336046,GO:0006334
9268615,GO:0006508
4336051,GO:0006777
4336052,GO:0006355
4336056,GO:0006412
4336061,GO:0016043
4336061,GO:0030036
4336063,GO:0006869
4336067,GO:0007017
4336071,GO:0006468
4336076,GO:0006541
4336076,GO:0008152
4336076,GO:0009058
4336081,GO:0008152
4336081,GO:0055114
9271316,GO:0006857
4336091,GO:0006952
4336091,GO:0009607
9272649,GO:0009446
4336102,GO:0006568
4336102,GO:0008152
4336113,GO:0006096
4336116,GO:0006826
4336116,GO:0006879
4336116,GO:0055114
4336117,GO:0006184
4336117,GO:0006886
4336117,GO:0006913
4336117,GO:0007165
4336117,GO:0007264
4336117,GO:0015031
4336126,GO:0006355
4336129,GO:0006071
4336129,GO:0006629
4336140,GO:0006412
9269478,GO:0005975
4336142,GO:0005975
4336145,GO:0005975
4336146,GO:0005975
4336150,GO:0055114
4336153,GO:0009308
4336153,GO:0055114
4336159,GO:0009416
9269895,GO:0006355
4336162,GO:0006487
4336169,GO:0006099
4336169,GO:0055114
4336176,GO:0006355
9268080,GO:0055114
4336181,GO:0005975
4336183,GO:0008152
4336185,GO:0008152
4336186,GO:0006464
4336189,GO:0006810
4336189,GO:0055085
4336192,GO:0019538
4336192,GO:0055114
4336193,GO:0006355
4336204,GO:0006511
4336205,GO:0008152
4336207,GO:0007165
4336209,GO:0006006
4336209,GO:0055114
4336215,GO:0007067
4336216,GO:0006006
4336216,GO:0055114
9268154,GO:0006097
4336221,GO:0006468
9270850,GO:0006351
4336224,GO:0006468
4336231,GO:0006468
4336232,GO:0006629
4336237,GO:0016567
4336241,GO:0006412
4336243,GO:0008643
4336245,GO:0008152
4336248,GO:0006857
4336249,GO:0006857
4336250,GO:0006810
4336250,GO:0055085
4336254,GO:0006351
4336283,GO:0055114
4336286,GO:0009231
4336287,GO:0006396
4336294,GO:0006597
4336294,GO:0008295
4336295,GO:0006979
4336295,GO:0055114
4336299,GO:0007049
4336300,GO:0016070
4336307,GO:0006412
4336309,GO:0006281
4336309,GO:0006284
4336312,GO:0000226
4336317,GO:0006412
4336318,GO:0055085
4336326,GO:0006810
4336326,GO:0006888
4336327,GO:0009116
4336329,GO:0008152
4336340,GO:0008152
4336341,GO:0006468
4336343,GO:0006486
4336345,GO:0006281
4336345,GO:0006298
4336348,GO:0006629
4336353,GO:0006102
4336353,GO:0055114
4336354,GO:0045454
4336355,GO:0006355
4336359,GO:0006468
4336362,GO:0006396
4336365,GO:0015696
4336365,GO:0072488
4336371,GO:0006810
4336377,GO:0006810
4336377,GO:0055085
4336383,GO:0030833
4336386,GO:0006952
4336388,GO:0005975
4336389,GO:0005975
4336393,GO:0008152
4336396,GO:0006468
4336400,GO:0006355
4336402,GO:0006520
4336407,GO:0006355
4336410,GO:0006468
4336412,GO:0006166
4336413,GO:0006559
4336413,GO:0009058
4336415,GO:0006559
4336415,GO:0009058
4336419,GO:0006355
4336419,GO:0009725
4336424,GO:0006810
4336424,GO:0006833
4336424,GO:0055085
4336428,GO:0008152
4336431,GO:0055114
4336432,GO:0015979
4336437,GO:0008152
4336439,GO:0000160
4336439,GO:0006355
4336441,GO:0055085
4336442,GO:0055085
4336445,GO:0055085
4336449,GO:0006508
4336450,GO:0006508
4336451,GO:0055085
4336464,GO:0006810
4336464,GO:0006833
4336464,GO:0055085
4336469,GO:0000077
4336469,GO:0006281
4336471,GO:0009107
4336471,GO:0015979
4336472,GO:0006355
4336476,GO:0006810
4336476,GO:0055085
4336484,GO:0006662
4336484,GO:0045454
4336485,GO:0005975
4336488,GO:0008033
4336488,GO:0008152
4336488,GO:0055114
4336490,GO:0006468
4336492,GO:0008152
4336494,GO:0008152
4336495,GO:0008152
4336497,GO:0008152
4336500,GO:0006355
4336507,GO:0006468
4336511,GO:0016559
4336515,GO:0005975
4336519,GO:0006355
4336523,GO:0006508
4336528,GO:0007018
4336530,GO:0055114
4336532,GO:0006355
4336538,GO:0006081
4336538,GO:0008152
4336538,GO:0055114
4336539,GO:0006468
4336540,GO:0006355
4336542,GO:0006355
4336545,GO:0055085
4336546,GO:0055085
4336548,GO:0006468
4336552,GO:0003333
4336552,GO:0006810
4336552,GO:0055085
4336554,GO:0006520
4336554,GO:0055114
4336555,GO:0034968
4336558,GO:0006355
4336560,GO:0006506
4336561,GO:0006355
4336562,GO:0006909
4336568,GO:0006468
4336571,GO:0006355
4336573,GO:0006355
4336578,GO:0006468
4336580,GO:0006355
4336584,GO:0006457
4336584,GO:0009408
4336585,GO:0006355
4336587,GO:0006355
4336590,GO:0006526
4336590,GO:0006561
4336590,GO:0008652
4336591,GO:0055114
4336593,GO:0006810
4336595,GO:0005975
4336595,GO:0006108
4336595,GO:0044262
4336595,GO:0055114
4336600,GO:0006457
4336600,GO:0044267
4336601,GO:0019953
4336602,GO:0019953
4336603,GO:0000079
4336609,GO:0042545
4336614,GO:0006869
4336616,GO:0006869
4336618,GO:0055085
4336624,GO:0008152
4336625,GO:0006812
4336625,GO:0030001
4336625,GO:0006754
4336625,GO:0008152
4336625,GO:0060003
4336627,GO:0006979
4336627,GO:0055114
4336628,GO:0008152
4336629,GO:0008152
4336633,GO:0008152
4336637,GO:0006637
4336641,GO:0006508
4336641,GO:0043086
4336645,GO:0008152
4336645,GO:0009081
9270874,GO:0055085
4336647,GO:0006468
4336648,GO:0055114
4336649,GO:0006662
4336649,GO:0045454
4336650,GO:0055114
4336653,GO:0006468
4336657,GO:0006508
4336659,GO:0001522
4336659,GO:0009451
4336660,GO:0055114
4336670,GO:0000079
4336670,GO:0051726
9268653,GO:0006468
4336681,GO:0008152
4336683,GO:0008152
4336691,GO:0006355
4336693,GO:0000226
9266856,GO:0000226
4336695,GO:0010044
9267486,GO:0006355
4336701,GO:0006355
4336704,GO:0006260
4336705,GO:0006355
4336706,GO:0006508
4336709,GO:0055114
4336711,GO:0055114
4336712,GO:0055114
4336717,GO:0006855
4336717,GO:0055085
4336721,GO:0006355
4336722,GO:0009308
4336724,GO:0055085
4336725,GO:0055114
4336726,GO:0006801
4336726,GO:0030001
4336726,GO:0055114
4336728,GO:0055114
4336731,GO:0006355
4336733,GO:0006873
4336733,GO:0055085
4336736,GO:0001522
4336736,GO:0006396
4336736,GO:0009451
4336738,GO:0006508
4336740,GO:0006629
4336741,GO:0006468
4336742,GO:0006511
4336743,GO:0007165
4336744,GO:0006629
4336750,GO:0009058
4336753,GO:0006633
4336753,GO:0055114
4336754,GO:0055114
4336755,GO:0055085
4336762,GO:0006355
4336764,GO:0055114
4336765,GO:0055114
4336766,GO:0006626
4336766,GO:0045039
4336769,GO:0030001
4336776,GO:0009664
4336779,GO:0006355
9268164,GO:0016567
4336783,GO:0006468
4336785,GO:0007264
4336810,GO:0006810
4336810,GO:0055085
4336813,GO:0009058
4336815,GO:0009790
4336831,GO:0006094
4336833,GO:0006364
4336844,GO:0055085
4336850,GO:0006355
4336854,GO:0006857
4336856,GO:0006412
4336857,GO:0006355
4336861,GO:0006468
4336862,GO:0006468
4336863,GO:0006468
4336872,GO:0006355
4336874,GO:0007585
4336874,GO:0055114
4336875,GO:0007585
4336875,GO:0055114
4336879,GO:0006355
4336883,GO:0015992
4336886,GO:0006979
4336886,GO:0055114
4336887,GO:0006810
4336893,GO:0006468
4336894,GO:0006481
4336904,GO:0005975
4336904,GO:0006073
4336908,GO:0005975
4336908,GO:0006073
4336909,GO:0006355
4336910,GO:0006470
4336912,GO:0070588
4336912,GO:0006754
4336912,GO:0006812
4336912,GO:0008152
4336914,GO:0006412
4336921,GO:0006364
9266695,GO:0006812
9266695,GO:0055085
4336927,GO:0006812
4336927,GO:0055085
4336928,GO:0006012
4336928,GO:0008152
4336928,GO:0046835
4336932,GO:0055114
4336935,GO:0006468
9271195,GO:0055085
4336948,GO:0006508
4336948,GO:0009987
4336950,GO:0071805
4336951,GO:0006779
4336951,GO:0055114
4336952,GO:0006468
4336966,GO:0006869
4336967,GO:0006890
4336968,GO:0055114
4336971,GO:0030001
4336971,GO:0055085
4336971,GO:0071577
4336977,GO:0008152
4336979,GO:0071805
4336980,GO:0008152
4336981,GO:0006355
4336987,GO:0006629
4336996,GO:0006468
4336997,GO:0006468
4336998,GO:0006468
4337000,GO:0006468
4337001,GO:0006468
4337007,GO:0000105
4337011,GO:0006012
4337011,GO:0044237
4337014,GO:0006886
4337016,GO:0006468
4337021,GO:0006468
4337023,GO:0006468
4337027,GO:0006810
4337027,GO:0055085
4337046,GO:0055114
4337048,GO:0008152
4337048,GO:0055114
9266366,GO:0008152
4337050,GO:0006614
4337050,GO:0045900
4337051,GO:0006546
4337055,GO:0008152
4337055,GO:0055114
4337056,GO:0009058
4337056,GO:0009250
4337078,GO:0006413
4337091,GO:0006662
4337091,GO:0045454
4337093,GO:0007018
4337095,GO:0044237
4337096,GO:0044237
4337097,GO:0044237
4337100,GO:0044237
4337101,GO:0006694
4337101,GO:0055114
4337103,GO:0006810
4337103,GO:0055085
4337104,GO:0005975
4337104,GO:0006073
4337108,GO:0006468
4337108,GO:0048544
4337111,GO:0006468
4337111,GO:0048544
4337115,GO:0006468
4337115,GO:0048544
4337122,GO:0006468
4337122,GO:0048544
9269838,GO:0006468
4337126,GO:0007205
4337136,GO:0008152
4337137,GO:0006259
4337137,GO:0006302
9267409,GO:0006520
9269929,GO:0006308
4337143,GO:0009416
9270267,GO:0006351
9270267,GO:0006355
4337150,GO:0006260
4337164,GO:0006468
4337166,GO:0005975
4337169,GO:0006351
4337170,GO:0042545
4337171,GO:0045454
4337173,GO:0006810
4337173,GO:0055085
4337175,GO:0006511
4337176,GO:0015991
4337178,GO:0006633
4337178,GO:0008152
4337178,GO:0008610
4337187,GO:0006869
4337190,GO:0006821
4337190,GO:0055085
4337205,GO:0006511
4337206,GO:0005975
4337206,GO:0006072
4337213,GO:0006259
4337215,GO:0006355
9269072,GO:0006355
4337221,GO:0006468
4337223,GO:0006508
4337224,GO:0006629
4337230,GO:0006564
4337230,GO:0008152
4337230,GO:0055114
4337232,GO:0006979
4337232,GO:0055114
4337235,GO:0008272
4337235,GO:0055085
4337235,GO:0006810
4337238,GO:0006308
4337242,GO:0006812
4337242,GO:0055085
4337244,GO:0055114
4337245,GO:0006355
4337248,GO:0006468
4337254,GO:0006468
9270294,GO:0006468
4337257,GO:0006754
4337257,GO:0006200
4337257,GO:0006812
4337257,GO:0008152
4337259,GO:0006979
4337259,GO:0055114
4337260,GO:0008299
4337262,GO:0006629
4337265,GO:0005975
4337268,GO:0006364
4337272,GO:0006542
4337272,GO:0006807
9269039,GO:0070481
9269039,GO:0070966
9269039,GO:0071025
4337282,GO:0007047
4337282,GO:0030244
4337283,GO:0006468
4337284,GO:0015991
4337285,GO:0006857
9272561,GO:0006777
9272561,GO:0032324
4337290,GO:0006357
9270463,GO:0055114
4337297,GO:0046654
4337299,GO:0016480
4337309,GO:0006355
4337309,GO:0009725
4337316,GO:0006184
4337316,GO:0007017
4337316,GO:0051258
4337322,GO:0007018
4337322,GO:0055114
4337323,GO:0008152
4337328,GO:0006511
4337332,GO:0006282
4337339,GO:0055114
4337347,GO:0009086
4337351,GO:0006508
4337353,GO:0006508
4337358,GO:0006139
4337359,GO:0055114
4337360,GO:0055114
4337363,GO:0006355
4337363,GO:0009725
4337364,GO:0006468
4337372,GO:0000160
4337372,GO:0006355
4337378,GO:0006744
4337379,GO:0009416
4337382,GO:0055085
4337383,GO:0008152
4337384,GO:0005975
4337389,GO:0006486
4337398,GO:0006355
4337399,GO:0006355
4337406,GO:0006096
4337408,GO:0051013
4337414,GO:0006355
4337415,GO:0008152
4337415,GO:0055114
4337419,GO:0006886
4337419,GO:0016192
4337420,GO:0006468
4337429,GO:0006298
4337429,GO:0045005
4337430,GO:0008219
4337432,GO:0007165
4337437,GO:0008152
4337437,GO:0019307
4337441,GO:0006812
4337441,GO:0006813
4337441,GO:0055085
4337442,GO:0006298
4337446,GO:0006468
4337447,GO:0008152
4337459,GO:0042254
4337460,GO:0006508
4337464,GO:0006887
4337467,GO:0006468
4337468,GO:0016567
4337473,GO:0006468
4337482,GO:0006979
4337482,GO:0055114
4337483,GO:0006979
4337483,GO:0055114
4337487,GO:0006979
4337487,GO:0055114
4337489,GO:0006629
4337489,GO:0035556
4337490,GO:0006468
9269399,GO:0006355
9269399,GO:0009725
4337502,GO:0006468
4337505,GO:0006886
4337506,GO:0006412
4337507,GO:0008152
4337509,GO:0044267
4337509,GO:0046488
9266673,GO:0006855
9266673,GO:0055085
4337518,GO:0055114
4337520,GO:0006355
4337521,GO:0006812
4337521,GO:0015914
4337522,GO:0006468
4337526,GO:0006412
4337528,GO:0055114
4337536,GO:0015031
4337539,GO:0006457
4337547,GO:0006886
4337547,GO:0016192
4337554,GO:0009058
4337555,GO:0006184
4337555,GO:0006886
4337555,GO:0006913
4337555,GO:0007165
4337555,GO:0007264
4337555,GO:0015031
4337556,GO:0007264
4337563,GO:0015991
4337565,GO:0006457
4337574,GO:0006810
4337574,GO:0055085
4337575,GO:0006367
4337577,GO:0001522
4337577,GO:0006396
4337577,GO:0009451
4337579,GO:0006468
4337581,GO:0006289
4337582,GO:0006508
4337588,GO:0006694
4337588,GO:0055114
4337593,GO:0006468
4337594,GO:0006260
4337599,GO:0006355
4337602,GO:0008152
4337604,GO:0006812
4337604,GO:0055085
4337607,GO:0006334
4337608,GO:0006796
9271771,GO:0006355
4337618,GO:0055085
4337619,GO:0006470
4337619,GO:0016311
4337620,GO:0005975
9268593,GO:0007018
4337654,GO:0006355
4337672,GO:0016049
4337672,GO:0016925
4337672,GO:0031668
4337673,GO:0006468
4337676,GO:0008152
4337676,GO:0055114
4337686,GO:0006629
4337686,GO:0007165
4337686,GO:0035556
9266041,GO:0006468
4337689,GO:0055114
4337694,GO:0006812
4337694,GO:0055085
4337699,GO:0006355
4337701,GO:0006355
4337704,GO:0006468
4337714,GO:0008152
4337720,GO:0006808
4337722,GO:0006468
4337723,GO:0006470
4337725,GO:0006979
4337725,GO:0055114
4337726,GO:0006979
4337726,GO:0055114
4337728,GO:0006979
4337728,GO:0055114
4337731,GO:0006979
4337731,GO:0055114
4337732,GO:0006979
4337732,GO:0055114
4337733,GO:0006556
4337734,GO:0006468
4337736,GO:0006468
4337736,GO:0007165
4337742,GO:0006810
4337742,GO:0055085
4337744,GO:0006508
4337744,GO:0006629
4337749,GO:0005975
4337749,GO:0006032
4337749,GO:0016998
4337756,GO:0006355
4337759,GO:0008152
4337763,GO:0006396
4337765,GO:0008152
4337788,GO:0006139
4337788,GO:0006289
4337800,GO:0016070
4337802,GO:0006457
4337802,GO:0044267
9270258,GO:0006508
4337820,GO:0006511
4337825,GO:0006338
4337825,GO:0043044
4337826,GO:0016075
4337828,GO:0006310
4337829,GO:0009396
4337829,GO:0055114
4337830,GO:0006418
4337830,GO:0006427
4337830,GO:0009058
4337843,GO:0000226
4337845,GO:0007018
4337848,GO:0006631
4337848,GO:0008152
4337848,GO:0055114
4337849,GO:0006412
4337850,GO:0007165
4337850,GO:0018106
4337850,GO:0016310
4337851,GO:0016226
4337852,GO:0006355
4337858,GO:0006662
