Child,Ancestor
GO:0140056,GO:0051640
GO:0016075,GO:0034661
GO:0044272,GO:0044249
GO:0006102,GO:0072350
GO:0000097,GO:0000096
GO:0010646,GO:0050794
GO:0022607,GO:0016043
GO:0008202,GO:1901360
GO:1901576,GO:0071704
GO:0030243,GO:0051273
GO:0015893,GO:0042493
GO:0010467,GO:0043170
GO:0033692,GO:0034645
GO:0010817,GO:0065008
GO:0042559,GO:0044271
GO:0016310,GO:0006796
GO:0006812,GO:0006811
GO:0033692,GO:0034637
GO:0071951,GO:0019988
GO:0015995,GO:0046148
GO:0046474,GO:0045017
GO:0006754,GO:0009206
GO:0030244,GO:0030243
GO:0006099,GO:0044238
GO:0000003,GO:0008150
GO:0046939,GO:0016310
GO:0052803,GO:1901360
GO:0016043,GO:0071840
GO:0003700,GO:0006355
GO:0016192,GO:0009987
GO:0032268,GO:0051246
GO:0045017,GO:0044249
GO:0009664,GO:0071669
GO:0005985,GO:0005984
GO:0051049,GO:0032879
GO:0005996,GO:0005975
GO:0051234,GO:0051179
GO:0030163,GO:0009057
GO:0044267,GO:0044260
GO:0017148,GO:0010629
GO:0006658,GO:0006575
GO:0034654,GO:0044271
GO:0043549,GO:0051338
GO:1901575,GO:0071704
GO:0097354,GO:0044237
GO:0006888,GO:0046907
GO:0043648,GO:0019752
GO:0033013,GO:1901564
GO:0016054,GO:0044248
GO:0006511,GO:0019941
GO:0015940,GO:0042364
GO:0006470,GO:0006464
GO:0051258,GO:0034622
GO:0046040,GO:0009150
GO:0051716,GO:0009987
GO:0006396,GO:0010467
GO:0006139,GO:0046483
GO:0034641,GO:0044237
GO:0009875,GO:0009856
GO:0015939,GO:0006767
GO:0006437,GO:0006418
GO:0015936,GO:0034032
GO:0031324,GO:0048523
GO:0006629,GO:0044238
GO:1901564,GO:0071704
GO:0051276,GO:0006996
GO:0051205,GO:0090150
GO:0042723,GO:0006725
GO:0009127,GO:0009124
GO:0006464,GO:0044267
GO:0006637,GO:0033875
GO:0046031,GO:0009179
GO:0009127,GO:0009126
GO:0015711,GO:0071702
GO:0006305,GO:0006304
GO:0006032,GO:1901072
GO:0009260,GO:0046390
GO:0046040,GO:0009167
GO:0030029,GO:0009987
GO:0033692,GO:0000271
GO:0006556,GO:1901576
GO:0015833,GO:0071702
GO:0032535,GO:0016043
GO:1901269,GO:0009311
GO:0051252,GO:0060255
GO:0009909,GO:2000241
GO:0034660,GO:0016070
GO:0006665,GO:1901564
GO:0030041,GO:0008154
GO:0006633,GO:0008610
GO:0072350,GO:0019752
GO:0043933,GO:0016043
GO:0006308,GO:0006259
GO:0015977,GO:0071704
GO:0055086,GO:0044281
GO:0010629,GO:0010605
GO:0006040,GO:1901135
GO:0009205,GO:0009199
GO:0007165,GO:0051716
GO:0072330,GO:0032787
GO:0043043,GO:0043604
GO:1901362,GO:1901360
GO:0006886,GO:0046907
GO:0019509,GO:0071267
GO:0006399,GO:0034660
GO:0016116,GO:0016108
GO:0016054,GO:0006082
GO:0043039,GO:0006399
GO:0042325,GO:0019220
GO:0046148,GO:0042440
GO:0019400,GO:0019751
GO:0009414,GO:0006950
GO:0042044,GO:0006810
GO:0070727,GO:0033036
GO:0006165,GO:0046939
GO:0071824,GO:0043933
GO:0006396,GO:0016070
GO:0009201,GO:0009142
GO:1903509,GO:0006629
GO:0052803,GO:0046483
GO:0016054,GO:0044282
GO:0006298,GO:0006281
GO:0044265,GO:0044260
GO:0015893,GO:0006810
GO:0006555,GO:0000096
GO:0042180,GO:0071704
GO:0006424,GO:0006418
GO:1901657,GO:1901135
GO:0019538,GO:0043170
GO:0072522,GO:0044271
GO:0000096,GO:0006790
GO:0072527,GO:1901360
GO:0046949,GO:0071616
GO:0043044,GO:0006338
GO:0035337,GO:0006637
GO:1905039,GO:0046942
GO:0016114,GO:0006721
GO:0018904,GO:0044281
GO:0071616,GO:0043604
GO:0004693,GO:0097472
GO:0000041,GO:0030001
GO:0006725,GO:0044237
GO:0001932,GO:0042325
GO:0043604,GO:0043603
GO:0042723,GO:0006767
GO:0009101,GO:0009100
GO:0090066,GO:0065008
GO:0006351,GO:0034645
GO:0034645,GO:0009059
GO:1901362,GO:1901576
GO:0000271,GO:0016051
GO:0051604,GO:0010467
GO:0140110,GO:0098772
GO:1901071,GO:0006040
GO:0042548,GO:0010109
GO:0004672,GO:0006468
GO:0019637,GO:0071704
GO:0006030,GO:1901071
GO:0006221,GO:0009165
GO:0044036,GO:0044260
GO:0050789,GO:0065007
GO:0005996,GO:0044281
GO:0000097,GO:0008652
GO:0006306,GO:0044728
GO:0043094,GO:0044237
GO:0009165,GO:1901293
GO:0015994,GO:0006778
GO:0071555,GO:0045229
GO:0033013,GO:0006725
GO:0070925,GO:0006996
GO:0046474,GO:0006650
GO:0006014,GO:0019321
GO:0051649,GO:0051234
GO:0006664,GO:0006643
GO:0098772,GO:0003674
GO:0006338,GO:0006325
GO:0140352,GO:0009987
GO:0044265,GO:0044248
GO:0019222,GO:0050789
GO:0006573,GO:1901605
GO:0110053,GO:1902903
GO:0051090,GO:0065009
GO:0048608,GO:0003006
GO:0042158,GO:1901566
GO:0051205,GO:0061024
GO:1901605,GO:0006520
GO:0019538,GO:0044238
GO:0051171,GO:0019222
GO:0006323,GO:0071103
GO:0006306,GO:0043414
GO:0009088,GO:0006566
GO:0000272,GO:0009057
GO:0061024,GO:0016043
GO:2000028,GO:2000241
GO:0045116,GO:0032446
GO:1901663,GO:1901661
GO:0005986,GO:0046351
GO:0006499,GO:0018377
GO:0018342,GO:0006464
GO:0009856,GO:0022414
GO:0008299,GO:0008610
GO:0090304,GO:0006139
GO:0009719,GO:0050896
GO:0034655,GO:1901361
GO:0006498,GO:0006497
GO:0042445,GO:0010817
GO:0044257,GO:0030163
GO:0009690,GO:0034754
GO:0035383,GO:0071704
GO:0006414,GO:0006412
GO:0072521,GO:1901360
GO:0022406,GO:0009987
GO:0042255,GO:0070925
GO:0006637,GO:0043603
GO:0006139,GO:0044238
GO:0006164,GO:0006163
GO:0051103,GO:0006281
GO:1901700,GO:0042221
GO:0065003,GO:0043933
GO:0009690,GO:0009308
GO:0009073,GO:1901362
GO:0042723,GO:0006790
GO:0006206,GO:0072527
GO:0006022,GO:1901135
GO:0006814,GO:0030001
GO:0042558,GO:1901564
GO:0046700,GO:0046483
GO:0051641,GO:0051179
GO:1902600,GO:0015672
GO:0009889,GO:0019222
GO:0006633,GO:0072330
GO:0006486,GO:0009101
GO:1901566,GO:1901564
GO:0009116,GO:1901564
GO:0043269,GO:0051049
GO:0090529,GO:0032506
GO:0051170,GO:0006913
GO:0051248,GO:0051246
GO:0006026,GO:0009057
GO:0009311,GO:0005975
GO:0044249,GO:0009058
GO:0005976,GO:0005975
GO:0006032,GO:0006030
GO:0010468,GO:0060255
GO:0071616,GO:0034033
GO:0006914,GO:0044248
GO:0006659,GO:0006658
GO:0034249,GO:0034248
GO:0046173,GO:0046165
GO:0042545,GO:0071555
GO:1901566,GO:1901576
GO:0006835,GO:0046942
GO:2000113,GO:0031327
GO:0006807,GO:0008152
GO:0048193,GO:0016192
GO:0009116,GO:0055086
GO:0016070,GO:0090304
GO:0006412,GO:0010467
GO:0006082,GO:0071704
GO:0016226,GO:0031163
GO:0006032,GO:0006026
GO:0044070,GO:0043269
GO:0009201,GO:0009199
GO:0009086,GO:0006555
GO:0046907,GO:0006810
GO:2001141,GO:0031326
GO:0019988,GO:0006464
GO:0006721,GO:0006720
GO:1901606,GO:1901605
GO:0000226,GO:0007010
GO:0006547,GO:0052803
GO:0000226,GO:0007017
GO:0016109,GO:0016114
GO:0006793,GO:0044237
GO:0050794,GO:0050789
GO:0070647,GO:0006464
GO:0006520,GO:0044238
GO:0031323,GO:0019222
GO:0006694,GO:0008202
GO:0071616,GO:0034030
GO:0008037,GO:0009987
GO:0004674,GO:0004672
GO:0034661,GO:0034660
GO:0072599,GO:0070972
GO:0016042,GO:1901575
GO:0006555,GO:0009066
GO:0009145,GO:0009142
GO:0030833,GO:0032271
GO:0015976,GO:0008150
GO:0072521,GO:1901564
GO:0072348,GO:0006810
GO:1901271,GO:0009312
GO:0046474,GO:0008654
GO:0006352,GO:0032774
GO:0009156,GO:0009124
GO:0009059,GO:0043170
GO:0034728,GO:0071824
GO:0033013,GO:1901360
GO:0016109,GO:0016108
GO:0010558,GO:0010556
GO:0009892,GO:0048519
GO:0016053,GO:1901576
GO:0052803,GO:0034641
GO:1901617,GO:1901615
GO:0035384,GO:0044272
GO:0009167,GO:0009126
GO:2000112,GO:0010556
GO:0001101,GO:0042221
GO:0009145,GO:0009144
GO:0071616,GO:0035384
GO:0005984,GO:0009311
GO:0016192,GO:0006810
GO:0008272,GO:0015698
GO:0048544,GO:0009875
GO:0042558,GO:1901360
GO:1901137,GO:1901135
GO:0032940,GO:0046903
GO:0051156,GO:0019637
GO:0005976,GO:0043170
GO:0006352,GO:0006351
GO:0072522,GO:0072521
GO:0006265,GO:0006259
GO:0005978,GO:0005977
GO:0006355,GO:0010468
GO:0008654,GO:0044249
GO:0018377,GO:0006497
GO:0009100,GO:0044260
GO:0015939,GO:0006575
GO:0030001,GO:0006812
GO:0007165,GO:0007154
GO:0009856,GO:0044706
GO:0006950,GO:0050896
GO:0016570,GO:0006464
GO:0042357,GO:0072527
GO:0045184,GO:0008104
GO:0006633,GO:0006631
GO:0006575,GO:0044237
GO:0044272,GO:0006790
GO:0071616,GO:0006637
GO:0045017,GO:0008610
GO:0006606,GO:0034504
GO:0046470,GO:0006650
GO:0072521,GO:0006725
GO:0034033,GO:0033866
GO:0006289,GO:0006281
GO:0048608,GO:0061458
GO:0006566,GO:0009066
GO:0009156,GO:0009161
GO:0035434,GO:0098662
GO:0016114,GO:0008299
GO:0005975,GO:0071704
GO:1904029,GO:0045859
GO:0043436,GO:0006082
GO:0048731,GO:0007275
GO:0006259,GO:0044260
GO:0034641,GO:0006807
GO:0015940,GO:0042398
GO:0006767,GO:0006766
GO:0006506,GO:0006497
GO:0051156,GO:1901135
GO:0051156,GO:0006796
GO:0016559,GO:0048285
GO:0071310,GO:0010033
GO:0071383,GO:0032870
GO:1901334,GO:1901360
GO:0046219,GO:0006586
GO:0009873,GO:0009755
GO:0000819,GO:0098813
GO:0043545,GO:0051189
GO:0007091,GO:0044772
GO:0016973,GO:0006406
GO:0042578,GO:0016788
GO:0042727,GO:0044271
GO:0019318,GO:0005996
GO:0071451,GO:0000303
GO:0055082,GO:0019725
GO:0007091,GO:0044784
GO:0072524,GO:0034641
GO:0006357,GO:0006355
GO:0051204,GO:0051205
GO:0006626,GO:0006605
GO:0051173,GO:0051171
GO:0006760,GO:0006575
GO:0051306,GO:1903047
GO:0019395,GO:0006631
GO:0006714,GO:0006721
GO:0030261,GO:0006323
GO:0015766,GO:0015772
GO:0072488,GO:0098662
GO:0006586,GO:0006576
GO:0046036,GO:0009218
GO:0006241,GO:0046036
GO:0009813,GO:1901576
GO:1902531,GO:0009966
GO:0006405,GO:0050658
GO:0007091,GO:0010965
GO:0042176,GO:0051246
GO:0006749,GO:0006790
GO:0006548,GO:0009074
GO:0051236,GO:0006403
GO:1990748,GO:0098754
GO:0009163,GO:0009116
GO:0048268,GO:0034622
GO:0008219,GO:0009987
GO:0007205,GO:0007186
GO:0006568,GO:1901605
GO:0009435,GO:0019359
GO:0006208,GO:0072529
GO:0043101,GO:0043094
GO:0007006,GO:0007005
GO:0000070,GO:0140014
GO:0009251,GO:0044042
GO:0051438,GO:0031396
GO:0006595,GO:0006576
GO:0009408,GO:0006950
GO:0009208,GO:0009147
GO:0071407,GO:0014070
GO:0007050,GO:0045786
GO:0048646,GO:0009653
GO:0044784,GO:0044770
GO:0061630,GO:0004842
GO:0043069,GO:0043067
GO:0022904,GO:0022900
GO:0006403,GO:0033036
GO:0072329,GO:0032787
GO:0032957,GO:0043647
GO:0006568,GO:0006586
GO:0006626,GO:0007005
GO:0008614,GO:1901615
GO:0010604,GO:0060255
GO:0033045,GO:0010564
GO:0051438,GO:0051338
GO:0000375,GO:0008380
GO:0006561,GO:0009084
GO:0000162,GO:0006568
GO:0006909,GO:0016192
GO:0043666,GO:0010921
GO:0009808,GO:0009698
GO:0009396,GO:0046394
GO:0048522,GO:0050794
GO:0006370,GO:0006397
GO:0006777,GO:0018130
GO:0065002,GO:0071806
GO:0042726,GO:1901564
GO:0009119,GO:0009116
GO:0016071,GO:0016070
GO:0006542,GO:0006541
GO:0006168,GO:0043096
GO:0051261,GO:0043624
GO:0033993,GO:0010033
GO:0045226,GO:0033692
GO:0042430,GO:1901360
GO:0006370,GO:0009452
GO:1903508,GO:1902680
GO:0043624,GO:0032984
GO:0046113,GO:1901565
GO:0051275,GO:0009251
GO:0071450,GO:0034614
GO:0043085,GO:0050790
GO:1901601,GO:0016106
GO:0055072,GO:0055076
GO:0072529,GO:1901565
GO:0009107,GO:0044272
GO:0010498,GO:0030163
GO:0030245,GO:0030243
GO:1904668,GO:1904666
GO:0009208,GO:0009199
GO:0042773,GO:0006119
GO:0018106,GO:0006468
GO:0031667,GO:0009991
GO:0045944,GO:0006357
GO:0009062,GO:0044242
GO:0009894,GO:0019222
GO:0006564,GO:0006563
GO:0008380,GO:0006396
GO:0006771,GO:0006767
GO:0035601,GO:0098732
GO:0031669,GO:0031667
GO:0031669,GO:0031668
GO:0007088,GO:0051783
GO:0045935,GO:0031325
GO:0043229,GO:0005622
GO:0009396,GO:0006760
GO:0048646,GO:0032502
GO:0032270,GO:0032268
GO:0045935,GO:0019219
GO:1902679,GO:0051253
GO:0015696,GO:0071705
GO:0043545,GO:1901564
GO:0044106,GO:0009308
GO:0006397,GO:0016071
GO:0006406,GO:0010467
GO:0015770,GO:0015766
GO:0052646,GO:0019637
GO:0052805,GO:0052803
GO:0019362,GO:0009117
GO:0006559,GO:0006558
GO:0045038,GO:0006612
GO:0009220,GO:0006221
GO:0030071,GO:1902099
GO:0010628,GO:0010604
GO:0012501,GO:0008219
GO:1902679,GO:2001141
GO:0006119,GO:0016310
GO:0052646,GO:0006796
GO:0019320,GO:0046365
GO:0043066,GO:0042981
GO:0009163,GO:1901566
GO:0072524,GO:1901564
GO:1902222,GO:1901606
GO:0006546,GO:0006544
GO:0009084,GO:0009064
GO:0043101,GO:0034654
GO:0000398,GO:0000377
GO:0019556,GO:0043606
GO:0048545,GO:0014070
GO:0071483,GO:0071482
GO:0009267,GO:0033554
GO:0014070,GO:0010033
GO:0033047,GO:0033045
GO:0006069,GO:0055114
GO:0042435,GO:0018130
GO:0006222,GO:0009174
GO:0031668,GO:0071496
GO:0071369,GO:0009723
GO:0001522,GO:0009451
GO:0009062,GO:0072329
GO:0016106,GO:0016114
GO:0044242,GO:0044255
GO:0006406,GO:0071427
GO:0009071,GO:0009069
GO:0032270,GO:0031325
GO:0051253,GO:0010605
GO:0051347,GO:0043085
GO:0006423,GO:0006418
GO:0032870,GO:0071495
GO:0009873,GO:0000160
GO:0009723,GO:0009725
GO:0006021,GO:0034637
GO:0070887,GO:0042221
GO:0006536,GO:0043648
GO:0044242,GO:0044248
GO:0002097,GO:0006400
GO:0042435,GO:0019438
GO:0045893,GO:0010628
GO:0052805,GO:1901565
GO:0006072,GO:0052646
GO:0019344,GO:0006534
GO:0104004,GO:0051716
GO:0006777,GO:1901566
GO:0006534,GO:0009069
GO:0070838,GO:0072511
GO:0042819,GO:0072525
GO:0009309,GO:0009308
GO:0006081,GO:0071704
GO:1901336,GO:0018130
GO:0000162,GO:0046219
GO:0016036,GO:0009267
GO:0046049,GO:0009218
GO:0007091,GO:0000278
GO:0007062,GO:0022402
GO:0017183,GO:0017182
GO:0000162,GO:1901607
GO:0046113,GO:0009112
GO:1901990,GO:1901987
GO:2001057,GO:0006807
GO:0098732,GO:0043412
GO:0090151,GO:0007006
GO:0060548,GO:0010941
GO:0002182,GO:0006414
GO:1902099,GO:0033045
GO:0009637,GO:0009416
GO:1901070,GO:1901068
GO:0006730,GO:0044281
GO:0007007,GO:0007006
GO:0051247,GO:0051246
GO:0033045,GO:0051983
GO:0042726,GO:0034641
GO:0046036,GO:0009208
GO:0016106,GO:0006714
GO:0030042,GO:0008154
GO:0008643,GO:0071702
GO:0018202,GO:0018193
GO:0010557,GO:0010556
GO:0051056,GO:1902531
GO:0009812,GO:0071704
GO:0000103,GO:0006790
GO:0046836,GO:1901264
GO:0046685,GO:0042221
GO:0051235,GO:0051179
GO:0006427,GO:0006418
GO:0043096,GO:0009113
GO:0034968,GO:0018022
GO:0019430,GO:0006801
GO:0009408,GO:0009266
GO:0008615,GO:0008614
GO:0016791,GO:0042578
GO:0007006,GO:0061024
GO:0004842,GO:0016567
GO:0046274,GO:0009808
GO:0072598,GO:0033365
GO:0032984,GO:0043933
GO:0006816,GO:0070838
GO:0046916,GO:0006875
GO:0006730,GO:0044237
GO:0043401,GO:0009755
GO:0016788,GO:0016787
GO:0034599,GO:0006979
GO:0046168,GO:0046434
GO:0072529,GO:0072527
GO:0034614,GO:1901701
GO:0015669,GO:0006810
GO:0031325,GO:0031323
GO:0009605,GO:0050896
GO:0042435,GO:1901362
GO:0031668,GO:0007154
GO:0004721,GO:0140096
GO:0071426,GO:0006405
GO:0010557,GO:0010604
GO:0018193,GO:0006464
GO:0006873,GO:0050801
GO:0009069,GO:1901605
GO:0006168,GO:0046084
GO:0006479,GO:0008213
GO:0009235,GO:0006767
GO:0006479,GO:0043414
GO:0052805,GO:0019439
GO:0071944,GO:0110165
GO:0050658,GO:0051236
GO:1900247,GO:2000765
GO:0035304,GO:0031399
GO:0140014,GO:0000280
GO:0009163,GO:0034404
GO:0006875,GO:0055065
GO:0044106,GO:0034641
GO:0071722,GO:0046685
GO:0034227,GO:0006400
GO:0009785,GO:0030522
GO:0065002,GO:0006886
GO:0048285,GO:0006996
GO:0042455,GO:0009163
GO:0035304,GO:0035303
GO:0006879,GO:0055072
GO:0000162,GO:0009073
GO:0045039,GO:0007007
GO:0004721,GO:0016791
GO:0008615,GO:0019438
GO:0019430,GO:0071451
GO:0031325,GO:0009893
GO:0010965,GO:0033047
GO:1903320,GO:0031399
GO:0006208,GO:0046113
GO:0044772,GO:0000278
GO:0042726,GO:0046483
GO:1901070,GO:0046129
GO:0009452,GO:0036260
GO:0045185,GO:0051235
GO:0000160,GO:0035556
GO:0018196,GO:0018193
GO:0006760,GO:0042558
GO:0006021,GO:0046173
GO:0009082,GO:0008652
GO:0034614,GO:0000302
GO:0072593,GO:0044237
GO:0072525,GO:0018130
GO:1901334,GO:0046483
GO:0046496,GO:0019362
GO:0042278,GO:0072521
GO:0006596,GO:0042401
GO:0051304,GO:0022402
GO:1990748,GO:0097237
GO:1905393,GO:0048646
GO:0006183,GO:1901070
GO:0006560,GO:0046483
GO:0009893,GO:0019222
GO:0008295,GO:0008216
GO:0006422,GO:0006418
GO:0006560,GO:0009064
GO:1901659,GO:1901657
GO:0006771,GO:0042726
GO:0046129,GO:0042451
GO:0046129,GO:0042455
GO:0006067,GO:0034308
GO:1902679,GO:0031327
GO:0017183,GO:1900247
GO:0042455,GO:0009119
GO:0042816,GO:0006767
GO:0043161,GO:0006511
GO:0006166,GO:0043174
GO:0005938,GO:0005737
GO:0019953,GO:0000003
GO:0006222,GO:0046049
GO:0010038,GO:0010035
GO:0048878,GO:0042592
GO:0046051,GO:0009208
GO:0015693,GO:0070838
GO:0019464,GO:0006546
GO:0052805,GO:1901361
GO:0045934,GO:0051172
GO:0042727,GO:1901566
GO:0030071,GO:1901990
GO:0008215,GO:0006595
GO:0098813,GO:0022402
GO:0051168,GO:0006913
GO:0034404,GO:0034654
GO:1902221,GO:1901605
GO:0010604,GO:0009893
GO:0006119,GO:0006091
GO:0034614,GO:0034599
GO:0009231,GO:0006771
GO:0006591,GO:1901605
GO:0006431,GO:0006418
GO:0006402,GO:0016071
GO:0001763,GO:0032501
GO:0009267,GO:0031669
GO:0006760,GO:0019752
GO:0006635,GO:0019395
GO:0031503,GO:0008104
GO:0062197,GO:0070887
GO:0045038,GO:0065002
GO:0032507,GO:0051651
GO:0071722,GO:0098754
GO:0042126,GO:0043436
GO:0043647,GO:0019751
GO:0010921,GO:0051336
GO:1901601,GO:1901336
GO:0051336,GO:0050790
GO:0006144,GO:0072521
GO:0006275,GO:2000112
GO:0043231,GO:0043229
GO:0043231,GO:0043227
GO:0009113,GO:0006144
GO:0009163,GO:1901659
GO:1904668,GO:0051443
GO:0000398,GO:0006397
GO:0009236,GO:0042364
GO:0000154,GO:0006364
GO:0010223,GO:0001763
GO:0009074,GO:0009063
GO:0070588,GO:0098662
GO:0071427,GO:0071426
GO:1901659,GO:1901137
GO:0140014,GO:1903047
GO:0072525,GO:1901362
GO:0009074,GO:0009072
GO:0045039,GO:0051204
GO:0032270,GO:0051247
GO:1901600,GO:1901334
GO:0071383,GO:0048545
GO:0090351,GO:0009791
GO:0006207,GO:0019856
GO:0045040,GO:0007008
GO:0062197,GO:0033554
GO:0006415,GO:0043624
GO:0009396,GO:0043604
GO:0046168,GO:1901136
GO:0006558,GO:1902221
GO:0017183,GO:0044249
GO:0030245,GO:0051275
GO:0019363,GO:0009165
GO:0006448,GO:0006417
GO:0033044,GO:0033043
GO:0051254,GO:0045935
GO:0032065,GO:0032507
GO:0030259,GO:0030258
GO:0006542,GO:0009084
GO:0018022,GO:0018205
GO:0032011,GO:0007265
GO:0043085,GO:0044093
GO:0006564,GO:0009070
GO:0006777,GO:0019720
GO:0000819,GO:0051276
GO:0055065,GO:0098771
GO:0007021,GO:0034622
GO:0006879,GO:0046916
GO:1903047,GO:0000278
GO:0006166,GO:0043101
GO:0006435,GO:0006418
GO:0048545,GO:0033993
GO:0055076,GO:0055065
GO:0019344,GO:0000097
GO:0000154,GO:0009451
GO:0009106,GO:0046483
GO:0015696,GO:0015672
GO:0042546,GO:0044085
GO:0009070,GO:1901607
GO:0009236,GO:0033014
GO:0019395,GO:0034440
GO:0042594,GO:0031667
GO:0045892,GO:0006355
GO:0051202,GO:0033013
GO:0007088,GO:0007346
GO:0046451,GO:0006520
GO:0009070,GO:0009069
GO:0034599,GO:0062197
GO:0034404,GO:0055086
GO:0031668,GO:0051716
GO:0032870,GO:0071310
GO:0006546,GO:0009071
GO:0015074,GO:0006259
GO:0045892,GO:2000113
GO:1902680,GO:0051254
GO:0090151,GO:0051649
GO:0022900,GO:0006091
GO:0071495,GO:0009719
GO:0031401,GO:0032270
GO:0007050,GO:0022402
GO:0043666,GO:0035304
GO:0009220,GO:0009218
GO:0007008,GO:0007006
GO:0009698,GO:0006725
GO:0043606,GO:0043603
GO:0042430,GO:0006725
GO:0045038,GO:0045036
GO:0010564,GO:0051726
GO:0002098,GO:0002097
GO:0006476,GO:0035601
GO:0071496,GO:0009605
GO:0019359,GO:0046496
GO:0043226,GO:0110165
GO:0006568,GO:0009072
GO:0044242,GO:0016042
GO:0006069,GO:0006091
GO:0006749,GO:0006575
GO:0018205,GO:0018193
GO:0098754,GO:0008150
GO:0051247,GO:0010604
GO:0097237,GO:0070887
GO:0031401,GO:0031399
GO:0044784,GO:0033045
GO:0042401,GO:0006576
GO:0090329,GO:0006275
GO:0019363,GO:0019362
GO:0006021,GO:0006020
GO:0044770,GO:0022402
GO:0071396,GO:0071310
GO:0030003,GO:0006873
GO:0006069,GO:0006067
GO:0031396,GO:1903320
GO:0006119,GO:0046034
GO:1901264,GO:0071702
GO:0007088,GO:0010564
GO:0009396,GO:0042398
GO:2000104,GO:0008156
GO:1901701,GO:0070887
GO:0072655,GO:0070585
GO:0009220,GO:0009260
GO:0051304,GO:0007059
GO:0071166,GO:0051641
GO:0009113,GO:0072522
GO:0043227,GO:0043226
GO:0010498,GO:0051603
GO:0051247,GO:0051173
GO:1901987,GO:0010564
GO:0046365,GO:0016052
GO:0000305,GO:0000302
GO:0071426,GO:0031503
GO:0071478,GO:0071214
GO:0071396,GO:0033993
GO:0009309,GO:0044271
GO:0030042,GO:0051261
GO:0046365,GO:0044282
GO:0046219,GO:0042435
GO:0006749,GO:0006518
GO:0006007,GO:0006006
GO:0006228,GO:0009209
GO:0042278,GO:0009116
GO:0046084,GO:0046083
GO:0072488,GO:0015696
GO:0034308,GO:0006066
GO:0043606,GO:1901564
GO:0019320,GO:0019318
GO:0097237,GO:0009636
GO:0009130,GO:0009124
GO:0051204,GO:0006886
GO:0051347,GO:0051338
GO:0015746,GO:0006842
GO:0045786,GO:0051726
GO:0006560,GO:1901360
GO:0006672,GO:0006665
GO:0072596,GO:0072594
GO:0042819,GO:0042816
GO:0006672,GO:0043603
GO:0072596,GO:0072598
GO:0006228,GO:0009220
GO:0051275,GO:0044247
GO:0042816,GO:0072524
GO:0009130,GO:0009129
GO:0006548,GO:1901606
GO:0006635,GO:0009062
GO:0006626,GO:0006839
GO:0045226,GO:0046379
GO:0071483,GO:0009637
GO:1901336,GO:1901362
GO:0046039,GO:0009150
GO:0008156,GO:0006275
GO:0006597,GO:0006596
GO:0051651,GO:0051235
GO:0008295,GO:0006596
GO:0046219,GO:0042401
GO:0042451,GO:0072522
GO:0051189,GO:0044267
GO:0018160,GO:0018198
GO:0043545,GO:0019637
GO:1990748,GO:0009987
GO:0090151,GO:0072655
GO:1901601,GO:1901600
GO:0009653,GO:0048856
GO:1902679,GO:0010558
GO:0051204,GO:0006839
GO:0009107,GO:0018130
GO:0045040,GO:0051204
GO:0052805,GO:0046700
GO:0046168,GO:0006072
GO:0042773,GO:0022904
GO:0006487,GO:0006486
GO:0009174,GO:0009130
GO:0140014,GO:0000278
GO:1901336,GO:1901334
GO:0071214,GO:0104004
GO:0006559,GO:0009074
GO:0042430,GO:1901564
GO:0009755,GO:0007165
GO:0009653,GO:0032502
GO:0006586,GO:0042430
GO:0042775,GO:0042773
GO:1903047,GO:0022402
GO:0009813,GO:0009812
GO:0010965,GO:1905818
GO:0009174,GO:0009156
GO:0032870,GO:0009725
GO:0001763,GO:0009653
GO:0046113,GO:1901361
GO:0009218,GO:0009259
GO:0072529,GO:1901361
GO:0006402,GO:0010629
GO:0046365,GO:0005996
GO:0006284,GO:0006281
GO:0051783,GO:0033043
GO:0009231,GO:0042727
GO:0044275,GO:0044262
GO:0006875,GO:0030003
GO:0071383,GO:0071396
GO:0045935,GO:0051173
GO:1903322,GO:0031401
GO:0050658,GO:0050657
GO:0009174,GO:0009173
GO:0043545,GO:0006796
GO:0031398,GO:0031396
GO:0030258,GO:0044255
GO:0007585,GO:0032501
GO:0046916,GO:0055076
GO:0009251,GO:0000272
GO:0019362,GO:0072524
GO:0008283,GO:0009987
GO:0043545,GO:1901360
GO:0048478,GO:0045005
GO:0016559,GO:0007031
GO:0010346,GO:0010016
GO:0032984,GO:0022411
GO:0044275,GO:0044248
GO:0055082,GO:0048878
GO:0051173,GO:0009893
GO:0010223,GO:0010346
GO:0042727,GO:0042726
GO:0006270,GO:0006261
GO:0005938,GO:0071944
GO:0007031,GO:0006996
GO:0051204,GO:0070585
GO:0019359,GO:0019363
GO:0031328,GO:0031325
GO:0031328,GO:0031326
GO:0045786,GO:0048523
GO:0044743,GO:0071806
GO:0036260,GO:0006396
GO:0018106,GO:0018202
GO:0042726,GO:1901360
GO:0008216,GO:0006595
GO:0060548,GO:0048523
GO:0010941,GO:0050794
GO:0043647,GO:0019637
GO:0006166,GO:0046129
GO:0031328,GO:0009891
GO:0006430,GO:0006418
GO:0061630,GO:0061659
GO:0006183,GO:0009206
GO:0006007,GO:0019320
GO:1900247,GO:0006448
GO:0006534,GO:0000096
GO:0009236,GO:0009235
GO:2000765,GO:0006417
GO:0009845,GO:0032501
GO:0009845,GO:0090351
GO:1901600,GO:0006714
GO:0033045,GO:0033044
GO:0006020,GO:0019751
GO:0009071,GO:1901606
GO:0019787,GO:0140096
GO:0009084,GO:1901607
