Child,Ancestor
GO:0051254,GO:0051252
GO:0043545,GO:0046483
GO:0009893,GO:0048518
GO:0048545,GO:0009725
GO:0035601,GO:0006464
GO:0031325,GO:0048522
GO:0044743,GO:0017038
GO:0048478,GO:2000104
GO:0008614,GO:0006725
GO:0007005,GO:0006996
GO:0046128,GO:0009119
GO:0042128,GO:0071941
GO:0006241,GO:0009209
GO:1903507,GO:1903506
GO:0046051,GO:0009218
GO:0006611,GO:0051168
GO:0051253,GO:0045934
GO:0006777,GO:1901362
GO:0042546,GO:0071554
GO:0006535,GO:0006563
GO:0019363,GO:0072525
GO:0009235,GO:0033013
GO:0006563,GO:0009069
GO:0045893,GO:0006355
GO:0045036,GO:0072596
GO:0051651,GO:0051641
GO:0000413,GO:0018208
GO:0019720,GO:0043545
GO:0042126,GO:2001057
GO:0042401,GO:0009309
GO:0009231,GO:0042364
GO:0016575,GO:0006476
GO:0006241,GO:0009220
GO:0018279,GO:0018196
GO:0010024,GO:0051202
GO:0010016,GO:0009653
GO:0006839,GO:0006810
GO:1902680,GO:0031328
GO:0030522,GO:0007165
GO:0046836,GO:0006869
GO:0046039,GO:1901068
GO:0051204,GO:0090151
GO:0009148,GO:0009147
GO:0009148,GO:0009142
GO:1903322,GO:1903320
GO:0006597,GO:0008215
GO:0000305,GO:0010035
GO:0072525,GO:0072524
GO:0009082,GO:0009081
GO:0042430,GO:0034641
GO:0034440,GO:0055114
GO:0009062,GO:0006631
GO:0045039,GO:0006626
GO:0016791,GO:0016311
GO:0006558,GO:0009072
GO:0000070,GO:1903047
GO:0006873,GO:0055082
GO:0045005,GO:0006259
GO:0051236,GO:0051234
GO:0009107,GO:0006633
GO:0006353,GO:0032774
GO:0006415,GO:0006412
GO:0043174,GO:0043094
GO:0045893,GO:1903508
GO:0006144,GO:0009112
GO:0009074,GO:1901361
GO:0070588,GO:0006816
GO:0015671,GO:0015669
GO:0044703,GO:0022414
GO:0050801,GO:0048878
GO:0042451,GO:0009163
GO:0006559,GO:1902222
GO:0030003,GO:0055080
GO:0034440,GO:0030258
GO:0072529,GO:0046700
GO:0071478,GO:0009314
GO:0022900,GO:0055114
GO:0009113,GO:0046148
GO:0009085,GO:0006553
GO:0019748,GO:0008152
GO:0010921,GO:0035303
GO:0004842,GO:0019787
GO:0042176,GO:0009894
GO:0052646,GO:1901135
GO:0009218,GO:0006220
GO:0042435,GO:1901566
GO:0009785,GO:0071483
GO:0006561,GO:0018130
GO:0016571,GO:0006479
GO:0098869,GO:1990748
GO:0009113,GO:0046112
GO:0098754,GO:0009636
GO:0043631,GO:0016070
GO:0010044,GO:0010038
GO:0002182,GO:0002181
GO:0009106,GO:1901360
GO:0046113,GO:0046700
GO:0072524,GO:1901360
GO:0046451,GO:0043648
GO:0015772,GO:0008643
GO:0008614,GO:0042816
GO:0006548,GO:0006547
GO:0032507,GO:0034613
GO:0071407,GO:0071310
GO:0071383,GO:0071407
GO:0043174,GO:0009163
GO:0009106,GO:0006790
GO:0045036,GO:0006605
GO:0006353,GO:0006351
GO:0051028,GO:0050658
GO:0018208,GO:0018193
GO:0009698,GO:0019748
GO:0046049,GO:0009173
GO:0009074,GO:0019439
GO:0048522,GO:0048518
GO:0010029,GO:1900140
GO:0072529,GO:0044270
GO:0018198,GO:0018193
GO:0042430,GO:0046483
GO:0006561,GO:1901362
GO:0009991,GO:0009605
GO:0043069,GO:0060548
GO:0007059,GO:0009987
GO:1904666,GO:0051438
GO:0019953,GO:0044703
GO:0045944,GO:0045893
GO:0071806,GO:0055085
GO:1902099,GO:1901987
GO:0098771,GO:0050801
GO:1902680,GO:2001141
GO:0006626,GO:0072655
GO:0006536,GO:0009064
GO:0006561,GO:0006560
GO:0009209,GO:0009148
GO:0019787,GO:0016740
GO:0046434,GO:1901575
GO:0070838,GO:0030001
GO:0070887,GO:0051716
GO:0004721,GO:0006470
GO:0006548,GO:0052805
GO:0006122,GO:0022904
GO:0045040,GO:0006626
GO:0010024,GO:0033014
GO:0044772,GO:0044770
GO:1902222,GO:1902221
GO:0006596,GO:0006595
GO:0043101,GO:0072522
GO:0009089,GO:0046451
GO:0044093,GO:0065009
GO:0071426,GO:0006611
GO:0042435,GO:0042430
GO:0006801,GO:0072593
GO:0010628,GO:0010468
GO:0022411,GO:0016043
GO:0046379,GO:0044264
GO:0044772,GO:1903047
GO:0007346,GO:0051726
GO:0051443,GO:0051438
GO:0051275,GO:0051273
GO:0098813,GO:0007059
GO:0000902,GO:0009653
GO:0009173,GO:0009129
GO:0000302,GO:1901700
GO:0009309,GO:1901566
GO:0006183,GO:0009152
GO:0045038,GO:0044743
GO:0009107,GO:0009106
GO:0072525,GO:0044271
GO:0000302,GO:0006979
GO:1903507,GO:1902679
GO:0006760,GO:0043603
GO:0006535,GO:0019344
GO:0008615,GO:1901617
GO:0009089,GO:0009085
GO:0046271,GO:0009698
GO:0032507,GO:0045185
GO:0007265,GO:0007264
GO:0009173,GO:0009161
GO:0055080,GO:0050801
GO:0006270,GO:0006259
GO:0034404,GO:0044283
GO:1901990,GO:0007346
GO:0006817,GO:0015698
GO:0045934,GO:0031324
GO:0044703,GO:0051704
GO:0046434,GO:0019637
GO:0009891,GO:0009893
GO:0051983,GO:0050794
GO:0006777,GO:0090407
GO:0046271,GO:0019439
GO:0045934,GO:0019219
GO:0090151,GO:0090150
GO:0042819,GO:0042364
GO:0071310,GO:0070887
GO:0000278,GO:0007049
GO:0061659,GO:0019787
GO:0009129,GO:0009123
GO:0042026,GO:0006457
GO:0009891,GO:0009889
GO:0006006,GO:0019318
GO:0051189,GO:0008152
GO:0016575,GO:0016570
GO:0008156,GO:2000113
GO:0033047,GO:0007088
GO:0071450,GO:0000305
GO:0042128,GO:0042126
GO:0071482,GO:0009416
GO:0005739,GO:0043231
GO:0031668,GO:0009991
GO:0042727,GO:1901362
GO:0006020,GO:0044262
GO:0006553,GO:0009066
GO:0071941,GO:0006807
GO:0009266,GO:0009628
GO:1902680,GO:0010557
GO:0045040,GO:0017038
GO:0046128,GO:0042278
GO:0009085,GO:0009067
GO:0071482,GO:0071478
GO:0008615,GO:0042819
GO:0072511,GO:0006812
GO:0008213,GO:0006464
GO:0046084,GO:0009113
GO:0050657,GO:0015931
GO:0051235,GO:0065008
GO:0006402,GO:0006401
GO:0031123,GO:0006396
GO:0009755,GO:0032870
GO:0009267,GO:0042594
GO:0006228,GO:0046051
GO:0006208,GO:0006206
GO:0006397,GO:0006396
GO:0071369,GO:0032870
GO:0043647,GO:0006796
GO:0015931,GO:0071705
GO:0015931,GO:0071702
GO:0019430,GO:0098869
GO:0071214,GO:0009628
GO:0046274,GO:0046271
GO:0045005,GO:0006261
GO:0006842,GO:0046942
GO:0018022,GO:0006479
GO:0010346,GO:1905393
GO:0044247,GO:0000272
GO:0006406,GO:0051028
GO:0051306,GO:0051304
GO:0042594,GO:0006950
GO:0051254,GO:0010604
GO:0051253,GO:0051252
GO:0055065,GO:0055080
GO:0043401,GO:0071383
GO:0071426,GO:0071166
GO:0072655,GO:0072594
GO:0072525,GO:1901566
GO:0072329,GO:0046395
GO:0046083,GO:0006144
GO:0051443,GO:0031398
GO:0034968,GO:0016571
GO:1905818,GO:0051983
GO:0042435,GO:0044271
GO:0009396,GO:0042559
GO:0043067,GO:0010941
GO:0045892,GO:0010629
GO:0016571,GO:0016570
GO:1903508,GO:1903506
GO:1905818,GO:0010564
GO:0044205,GO:0006222
GO:0006261,GO:0006260
GO:0051306,GO:0000070
GO:0000377,GO:0000375
GO:0072524,GO:0046483
GO:0016787,GO:0003824
GO:0006405,GO:0051168
GO:0042727,GO:0018130
GO:0015851,GO:0071705
GO:0045892,GO:1903507
GO:0031398,GO:1903322
GO:0046578,GO:0051056
GO:0048518,GO:0050789
GO:0009107,GO:1901362
GO:1900140,GO:0048580
GO:0046271,GO:1901361
GO:0000280,GO:0048285
GO:0022904,GO:0045333
GO:0045185,GO:0008104
GO:0006406,GO:0006405
GO:0006576,GO:0044106
GO:0009147,GO:0009141
GO:0015851,GO:0071702
GO:0010016,GO:0048367
GO:0070585,GO:0033365
GO:0044743,GO:0072594
GO:0030259,GO:0070085
GO:0046039,GO:0009205
GO:0009873,GO:0071369
GO:0051443,GO:0051347
GO:0051651,GO:0009987
GO:1901068,GO:0046128
GO:0000303,GO:0000305
GO:0006915,GO:0012501
GO:0042981,GO:0043067
GO:0071806,GO:0015031
GO:0071451,GO:0071450
GO:0009698,GO:1901360
GO:0009106,GO:0006631
GO:0046129,GO:0046128
GO:0006428,GO:0006418
GO:0007186,GO:0007165
GO:0032012,GO:0046578
GO:0006081,GO:0044237
GO:0006544,GO:0009069
GO:0002181,GO:0006412
GO:0044275,GO:0016052
GO:0043066,GO:0043069
GO:0019344,GO:0009070
GO:0042451,GO:0042278
GO:0043229,GO:0043226
GO:0044247,GO:0044275
GO:0030071,GO:0010965
GO:0019556,GO:0006548
GO:1901701,GO:1901700
GO:0006222,GO:0009220
GO:0043096,GO:0043101
GO:0043161,GO:0010498
GO:0009209,GO:0009201
GO:0007062,GO:0000819
GO:0009209,GO:0009208
GO:0007062,GO:0051276
GO:0010557,GO:0009891
GO:0018279,GO:0006487
GO:0044247,GO:0044264
GO:0000070,GO:0000819
GO:0006122,GO:0042775
GO:0019556,GO:0006536
GO:0017182,GO:0018202
GO:0052805,GO:0044270
GO:0006183,GO:0046039
GO:0006611,GO:0006886
GO:0005739,GO:0005737
GO:2000104,GO:0090329
GO:0035303,GO:0019220
GO:0009636,GO:0042221
GO:0009734,GO:0071365
GO:0034401,GO:0006325
GO:0006379,GO:0090501
GO:0007033,GO:0006996
GO:0046653,GO:0006760
GO:0019357,GO:0019363
GO:0140013,GO:0051321
GO:0052331,GO:0044403
GO:0046835,GO:0044262
GO:0090116,GO:0032776
GO:0008360,GO:0022604
GO:0000726,GO:0006281
GO:0006884,GO:0008361
GO:0019692,GO:0006796
GO:0006177,GO:0009168
GO:0009176,GO:0009129
GO:0009439,GO:0006082
GO:0009102,GO:0072330
GO:0062012,GO:0019222
GO:0006177,GO:0009152
GO:0019692,GO:0019637
GO:0009225,GO:1901135
GO:0006023,GO:0009059
GO:0042823,GO:1901617
GO:0006750,GO:0042398
GO:0006529,GO:0006528
GO:0046373,GO:0019566
GO:0030149,GO:0046466
GO:0046385,GO:0019692
GO:0006526,GO:0009084
GO:0009176,GO:0009162
GO:0140013,GO:0000280
GO:0006269,GO:0006259
GO:0016480,GO:0006359
GO:0046037,GO:0009167
GO:0000077,GO:0006974
GO:0043650,GO:0046394
GO:0045010,GO:0030838
GO:0046937,GO:0019748
GO:0006891,GO:0048193
GO:0009052,GO:0006091
GO:0019296,GO:0006790
GO:0071668,GO:0009664
GO:0046037,GO:0009150
GO:0019295,GO:0019296
GO:0009219,GO:0009394
GO:0071918,GO:0055085
GO:0006687,GO:0006664
GO:0006687,GO:0006665
GO:0015914,GO:0015711
GO:0006788,GO:0006787
GO:0031145,GO:0043161
GO:0002449,GO:0002443
GO:0019319,GO:0046364
GO:0045905,GO:0043243
GO:0006231,GO:0009177
GO:0043289,GO:0043288
GO:0009240,GO:0046490
GO:0002460,GO:0002250
GO:0006002,GO:0019637
GO:0006826,GO:0000041
GO:0019566,GO:0019321
GO:0010264,GO:0033517
GO:2001020,GO:0080135
GO:0006002,GO:0006796
GO:0006432,GO:0006418
GO:0034035,GO:0034032
GO:0006348,GO:0006342
GO:0019377,GO:0006664
GO:0030417,GO:1901360
GO:0006562,GO:1901361
GO:0006570,GO:0009072
GO:0009439,GO:1901564
GO:0048581,GO:0051093
GO:0070589,GO:0034645
GO:0043232,GO:0043228
GO:0043232,GO:0043229
GO:0006303,GO:0000726
GO:0071692,GO:0008104
GO:0017004,GO:0034622
GO:0019295,GO:0044272
GO:0042822,GO:0006725
GO:0097549,GO:0045892
GO:0046514,GO:0030149
GO:0033015,GO:0044270
GO:0032324,GO:1901362
GO:0006449,GO:0006417
GO:0010027,GO:0009668
GO:0017003,GO:0017006
GO:0009581,GO:0009605
GO:0009097,GO:0009082
GO:0010017,GO:0007165
GO:0005783,GO:0043231
GO:0007602,GO:0007165
GO:0051715,GO:0031640
GO:0006383,GO:0006351
GO:0006388,GO:0008033
GO:0009832,GO:0042546
GO:0006000,GO:0019318
GO:0071025,GO:0006401
GO:0046037,GO:1901068
GO:0016068,GO:0002524
GO:0042822,GO:0042816
GO:0000781,GO:0098687
GO:0018394,GO:0006473
GO:0032958,GO:0046173
GO:0006678,GO:0006677
GO:0022604,GO:0022603
GO:0043243,GO:0051130
GO:0010563,GO:0031324
GO:0045980,GO:0062014
GO:0010215,GO:0030198
GO:0046184,GO:0044249
GO:0006013,GO:0019318
GO:0009052,GO:1901135
GO:0000077,GO:0031570
GO:0046164,GO:1901616
GO:0042822,GO:0006796
GO:0009240,GO:0008654
GO:0009583,GO:0009416
GO:0015969,GO:0009150
GO:0042822,GO:0019637
GO:0009657,GO:0006996
GO:0045980,GO:0045936
GO:0045980,GO:0045934
GO:0006808,GO:0050789
GO:0031120,GO:0040031
GO:0009221,GO:0009219
GO:0000956,GO:0006402
GO:0030493,GO:0015994
GO:0009200,GO:0009141
GO:0019310,GO:0044275
GO:1902645,GO:0046165
GO:0030838,GO:1902905
GO:1902905,GO:0051130
GO:0042823,GO:0090407
GO:0008616,GO:0042455
GO:0071668,GO:0070726
GO:0009306,GO:0015031
GO:0006744,GO:0006743
GO:0046364,GO:0016051
GO:0071365,GO:0009733
GO:0009221,GO:0009265
GO:0052331,GO:0044179
GO:0034243,GO:0032784
GO:0009228,GO:0006772
GO:0006562,GO:0046700
GO:0070966,GO:0000956
GO:0006691,GO:0006690
GO:0006097,GO:0046487
GO:0019682,GO:0006081
GO:0019365,GO:0043173
GO:0046477,GO:0046514
GO:0046174,GO:0046164
GO:0016064,GO:0019724
GO:0006537,GO:0006536
GO:0019419,GO:0055114
GO:0070481,GO:0000956
GO:0017006,GO:0006464
GO:0046654,GO:0046653
GO:0031331,GO:0031325
GO:0009094,GO:1902223
GO:0031331,GO:0031329
GO:0002443,GO:0002252
GO:0046938,GO:0044550
GO:0031331,GO:0009896
GO:0031640,GO:0044419
GO:0046080,GO:0009211
GO:0019836,GO:0001897
GO:0000918,GO:0032506
GO:0060918,GO:0009914
GO:0046080,GO:0009219
GO:1901616,GO:1901615
GO:0006177,GO:1901070
GO:0043228,GO:0043226
GO:0009265,GO:0009263
GO:0006023,GO:1901566
GO:2000242,GO:2000241
GO:0010928,GO:0009966
GO:0006890,GO:0048193
GO:0006177,GO:0046037
GO:0009094,GO:0006558
GO:0015969,GO:1901068
GO:0034250,GO:0031325
GO:0070589,GO:0044085
GO:0009446,GO:0006596
GO:0009102,GO:1901566
GO:0018410,GO:0043687
GO:0006829,GO:0070838
GO:0006231,GO:0046073
GO:0043687,GO:0006464
GO:0009263,GO:0009262
GO:0009102,GO:0006768
GO:0045727,GO:0032270
GO:0006525,GO:0009064
GO:0046490,GO:0006644
GO:0015780,GO:1901264
GO:0000245,GO:0022618
GO:0019673,GO:0009225
GO:0009162,GO:0009123
GO:0051883,GO:0031640
GO:0019835,GO:0009987
GO:0006529,GO:0072330
GO:0006097,GO:0044262
GO:0032968,GO:0045944
GO:0006368,GO:0006366
GO:0006023,GO:1901137
GO:0035825,GO:0006310
GO:0043062,GO:0016043
GO:0035592,GO:0045184
GO:1901616,GO:1901575
GO:0006475,GO:0006473
GO:0006690,GO:1901568
GO:0019288,GO:0019682
GO:0006379,GO:0016071
GO:0019724,GO:0002460
GO:0044179,GO:0051715
GO:0042450,GO:0006591
GO:0040007,GO:0008150
GO:0019377,GO:1901136
GO:2000242,GO:0048519
GO:0009252,GO:0000270
GO:0032273,GO:0032271
GO:0030488,GO:0001510
GO:0046834,GO:0030258
GO:0030418,GO:0030417
GO:0016073,GO:0034660
GO:0006677,GO:0006687
GO:0018393,GO:0006475
GO:0046477,GO:0006677
GO:0009065,GO:1901606
GO:0019724,GO:0002449
GO:0046364,GO:0005996
GO:0045900,GO:0006448
GO:0009065,GO:0009064
GO:0008616,GO:0046116
GO:0030418,GO:0042401
GO:0046937,GO:0006518
GO:0008360,GO:0065008
GO:0019358,GO:0019357
GO:0009687,GO:0032787
GO:0010506,GO:0031329
GO:0019184,GO:0043043
GO:0045727,GO:0031328
GO:0016480,GO:0045892
GO:0006529,GO:0009067
GO:0042823,GO:0046184
GO:0031329,GO:0009894
GO:0031120,GO:0001522
GO:0030417,GO:0072350
GO:0030838,GO:0051495
GO:0006783,GO:0006779
GO:0045936,GO:0019220
GO:0045814,GO:0010629
GO:0046364,GO:0044283
GO:0040029,GO:0010468
GO:0046854,GO:0046834
GO:0032786,GO:0045893
GO:0034401,GO:0006355
GO:0032200,GO:0051276
GO:0007030,GO:0006996
GO:0032324,GO:0090407
GO:0031329,GO:0031323
GO:0045900,GO:0017148
GO:0007155,GO:0009987
GO:0042724,GO:0072528
GO:0045814,GO:0040029
GO:0019358,GO:0019365
GO:0042450,GO:0006526
GO:0019310,GO:0006020
GO:0071577,GO:0006829
GO:0006680,GO:0046477
GO:0006426,GO:0006418
GO:0019310,GO:0046174
GO:0033015,GO:1901361
GO:0032273,GO:0031334
GO:0006551,GO:1901605
GO:0006829,GO:0000041
GO:0008612,GO:0009058
GO:0098661,GO:0015698
GO:0009262,GO:1901135
GO:0006450,GO:0065008
GO:0030203,GO:0006022
GO:0016573,GO:0016570
GO:0046834,GO:0016310
GO:0051321,GO:0022414
GO:0009211,GO:0009200
GO:0015914,GO:0006869
GO:0006528,GO:0032787
GO:0044038,GO:0044036
GO:0006012,GO:0019318
GO:0006545,GO:0006544
GO:0046184,GO:0006081
GO:0030417,GO:0046483
GO:0019296,GO:0006082
GO:0045727,GO:0006417
GO:0045901,GO:0006448
GO:0016598,GO:0006464
GO:0006303,GO:0006302
GO:0030494,GO:0015995
GO:0006884,GO:0019725
GO:0035437,GO:0070972
GO:0015914,GO:0015748
GO:0042724,GO:0042723
GO:0006768,GO:0032787
GO:0007166,GO:0007165
GO:0019860,GO:0006206
GO:0006677,GO:0006672
GO:0006787,GO:0006778
GO:0009668,GO:0009657
GO:0012505,GO:0110165
GO:0006551,GO:0009081
GO:0022618,GO:0034622
GO:0044419,GO:0008150
GO:0044038,GO:0042546
GO:0009252,GO:0006024
GO:0006354,GO:0032774
GO:0009228,GO:0042724
GO:0006571,GO:0006570
GO:0051130,GO:0048522
GO:0042823,GO:0019438
GO:0006527,GO:0006525
GO:0055067,GO:0055080
GO:0043288,GO:0006720
GO:0006024,GO:0030203
GO:0033015,GO:0019439
GO:0033500,GO:0048878
GO:0009225,GO:0055086
GO:0008655,GO:0043094
GO:0019319,GO:0019318
GO:0046487,GO:0006081
GO:0046466,GO:0044242
GO:0040031,GO:0016073
GO:0019370,GO:0006691
GO:0042593,GO:0033500
GO:0009102,GO:0044272
GO:0043650,GO:0043648
GO:0070726,GO:0042546
GO:0009219,GO:0006220
GO:0052331,GO:0051801
GO:0000245,GO:0000398
GO:0009688,GO:0072330
GO:0009668,GO:0061024
GO:0019377,GO:0046466
GO:0045905,GO:0006449
GO:0098687,GO:0110165
GO:0009687,GO:1902644
GO:0042724,GO:0042364
GO:0046073,GO:0009176
GO:0016573,GO:0018393
GO:0048581,GO:0048580
GO:0043232,GO:0005622
GO:0009585,GO:0010017
GO:0061982,GO:1903046
GO:0051715,GO:0019835
GO:0051801,GO:0051883
GO:0046487,GO:0032787
GO:0046654,GO:0009396
GO:0032776,GO:0006306
GO:0006473,GO:0043543
GO:0071826,GO:0043933
GO:0006954,GO:0006952
GO:0009582,GO:0051606
GO:0008361,GO:0032535
GO:0006452,GO:0006414
GO:0009103,GO:1901137
GO:0062014,GO:0009892
GO:1905037,GO:0016236
GO:0006354,GO:0006351
GO:0006562,GO:0006560
GO:0007131,GO:0007127
GO:0033517,GO:0043647
GO:0046785,GO:0097435
GO:0006368,GO:0006354
GO:0006744,GO:1901663
GO:0006002,GO:1901135
GO:0010017,GO:0071489
GO:0019419,GO:0006790
GO:0032324,GO:0018130
GO:0045727,GO:0010557
GO:0042822,GO:0006081
GO:0006787,GO:0033015
GO:0019836,GO:0052331
GO:0006537,GO:0009084
GO:0051241,GO:0048519
GO:0009445,GO:0006595
GO:0046785,GO:0051258
GO:0009265,GO:0046385
GO:0031640,GO:0001906
GO:0006788,GO:0055114
GO:0009102,GO:0043604
GO:0048581,GO:0051241
GO:0051606,GO:0050896
GO:1902223,GO:1902221
GO:0009263,GO:0009165
GO:0016049,GO:0009987
GO:0000723,GO:0032200
GO:0030494,GO:0030493
GO:0070646,GO:0006508
GO:1902644,GO:0006066
GO:0009240,GO:0008299
GO:0006621,GO:0035437
GO:0006342,GO:0097549
GO:0009252,GO:0009273
GO:0009896,GO:0009893
GO:0009896,GO:0009894
GO:0009585,GO:0007602
GO:0010315,GO:0010928
GO:0006768,GO:0046483
GO:0071489,GO:0071482
GO:0006269,GO:0032774
GO:0070726,GO:0022607
GO:0002252,GO:0002376
GO:0002526,GO:0006954
GO:0051495,GO:0010638
GO:0042168,GO:0042440
GO:0048017,GO:0035556
GO:0051093,GO:0048519
GO:0051701,GO:0044403
GO:0000723,GO:0060249
GO:0001907,GO:0051883
GO:0046456,GO:0006690
GO:0045010,GO:0007015
GO:0006570,GO:1901605
GO:0006282,GO:0051052
GO:0019692,GO:1901135
GO:0002250,GO:0006955
GO:0006388,GO:0000394
GO:0031334,GO:0044089
GO:0009306,GO:0002790
GO:0031167,GO:0001510
GO:0007155,GO:0022610
GO:0007127,GO:0061982
GO:0009688,GO:0043289
GO:0030417,GO:0006576
GO:0010563,GO:0051174
GO:0062014,GO:0062012
GO:0002438,GO:0002437
GO:0032324,GO:0043545
GO:0032784,GO:0006355
GO:0006278,GO:0071897
GO:0006449,GO:0043244
GO:0070071,GO:0034622
GO:0043289,GO:0008299
GO:0044403,GO:0044419
GO:0044089,GO:0048522
GO:0070646,GO:0070647
GO:0046164,GO:0006066
GO:0018393,GO:0018394
GO:0045936,GO:0010563
GO:0042168,GO:0006778
GO:0072351,GO:0046394
GO:0002437,GO:0006954
GO:0002437,GO:0006955
GO:0006359,GO:0006355
GO:0043243,GO:0043244
GO:0009832,GO:0071669
GO:0009910,GO:0009909
GO:0006528,GO:0009066
GO:0006824,GO:0000041
GO:0006824,GO:0072511
GO:0009097,GO:1901607
GO:0030418,GO:0072351
GO:0046479,GO:0019377
GO:0010264,GO:0032958
GO:0018298,GO:0006464
GO:0032968,GO:0034243
GO:0007030,GO:0010256
GO:0015780,GO:0055085
GO:0010638,GO:0051130
GO:0070726,GO:0071555
GO:0006024,GO:0006023
GO:0009263,GO:1901137
GO:0007602,GO:0009583
GO:0009102,GO:0042364
GO:0043100,GO:0008655
GO:0072595,GO:0033365
GO:0009688,GO:1902645
GO:0046479,GO:0030149
GO:1903046,GO:0051321
GO:0046938,GO:0043043
GO:0046835,GO:0016310
GO:0045980,GO:0006140
GO:0009584,GO:0009583
GO:0030198,GO:0043062
GO:0009095,GO:0009073
GO:0051241,GO:0051239
GO:0072595,GO:0032507
GO:0018394,GO:0018205
GO:0008655,GO:0034654
GO:0007020,GO:0046785
GO:0046073,GO:0009219
GO:0140013,GO:1903046
GO:0002376,GO:0008150
GO:0000045,GO:1905037
GO:0015840,GO:0042886
GO:0009639,GO:0009416
GO:0046164,GO:0044282
GO:0016925,GO:0018205
GO:0045905,GO:0045727
GO:0016049,GO:0040007
GO:0043461,GO:0070071
GO:0060003,GO:0035434
GO:0007020,GO:0000226
GO:0030488,GO:0006400
GO:0009211,GO:0009147
GO:0006750,GO:0044272
GO:0022618,GO:0022613
GO:0046497,GO:0019362
GO:0006680,GO:0006678
GO:0046514,GO:0006672
GO:0006768,GO:0006767
GO:0006529,GO:0043604
GO:0009734,GO:0009755
GO:0009098,GO:0006551
GO:0006429,GO:0006418
GO:0033015,GO:0046700
GO:0006545,GO:0009070
GO:0071577,GO:0098662
GO:0008653,GO:0044264
GO:0009157,GO:0009124
GO:0016579,GO:0070646
GO:0046785,GO:0031109
GO:0031570,GO:0000075
GO:0006526,GO:0006525
GO:1905037,GO:0007033
GO:0042724,GO:0019438
GO:0009273,GO:0042546
GO:0009790,GO:0007275
GO:0006223,GO:0043100
GO:1902645,GO:1902644
GO:0006768,GO:0006790
GO:0071897,GO:0034645
GO:1902905,GO:1902903
GO:0031334,GO:0043254
GO:0032324,GO:1901566
GO:0006743,GO:1901661
GO:0006342,GO:0045892
GO:0071897,GO:0034654
GO:0009688,GO:0016106
GO:0001678,GO:0055082
GO:0009157,GO:0009162
GO:0035435,GO:0098661
GO:0046938,GO:0046937
GO:0008653,GO:0044255
GO:0019307,GO:0019319
GO:0016068,GO:0016064
GO:0019307,GO:0006013
GO:0046854,GO:0046488
GO:0040031,GO:0009451
GO:0000075,GO:0045786
GO:0019288,GO:0006090
GO:0009394,GO:0019692
GO:0046385,GO:1901137
GO:0098687,GO:0005694
GO:0006438,GO:0006418
GO:0019295,GO:0016053
GO:0006768,GO:1901360
GO:0001897,GO:0051801
GO:0009177,GO:0009130
GO:0006955,GO:0002376
GO:0080135,GO:0080134
GO:0009052,GO:0006098
GO:0006003,GO:1901135
GO:0006527,GO:0009065
GO:0006302,GO:0006281
GO:0046107,GO:0019856
GO:0051093,GO:0050793
GO:0010638,GO:0033043
GO:0032958,GO:0043647
GO:0051801,GO:0051715
GO:0008612,GO:0018205
GO:0044089,GO:0044087
GO:0046107,GO:0019860
GO:0009910,GO:0048581
GO:0006342,GO:0016458
GO:0009439,GO:0034641
GO:0044550,GO:0019748
GO:0030149,GO:1901565
GO:0046456,GO:1901570
GO:0009262,GO:0009117
GO:0006768,GO:1901564
GO:0009581,GO:0051606
GO:0031167,GO:0000154
GO:0008653,GO:1903509
GO:0009914,GO:0010817
GO:0032958,GO:0090407
GO:0006269,GO:0006261
GO:0009177,GO:0009157
GO:0010315,GO:0060918
GO:0046477,GO:0046479
GO:0009394,GO:0009262
GO:0009177,GO:0009176
GO:0000045,GO:0070925
GO:0000723,GO:0006259
GO:0006955,GO:0050896
GO:0002438,GO:0002526
GO:0046456,GO:0046394
GO:0009607,GO:0050896
GO:0009186,GO:0009132
GO:0006549,GO:0009081
GO:0006788,GO:0042168
GO:0009103,GO:0008610
GO:0006342,GO:0045814
GO:0034250,GO:0051173
GO:0031334,GO:0051130
GO:0019365,GO:0019363
GO:0030838,GO:0032273
GO:0009102,GO:1901362
GO:0009252,GO:0044038
GO:0030418,GO:0018130
GO:0046174,GO:0019751
GO:0009910,GO:2000242
GO:0035592,GO:0071692
GO:0097549,GO:0034401
GO:0002524,GO:0002438
GO:0009446,GO:0009445
GO:0022610,GO:0008150
GO:0072351,GO:0072350
GO:0005783,GO:0012505
GO:0046479,GO:0006687
GO:0009098,GO:1901607
GO:0006433,GO:0006418
GO:0080135,GO:0050794
GO:0051130,GO:0051128
GO:0009103,GO:0008653
GO:0051052,GO:0060255
GO:0007131,GO:1903046
GO:0080134,GO:0048583
GO:0071668,GO:0009832
GO:0042822,GO:1901615
GO:0042724,GO:0044272
GO:0006571,GO:1901607
GO:0046385,GO:0090407
GO:0002790,GO:0046903
GO:0032786,GO:0032784
GO:0090305,GO:0090304
GO:0009688,GO:0009687
GO:0060249,GO:0042592
GO:0001678,GO:0042593
GO:0006420,GO:0006418
GO:0090501,GO:0090305
GO:0019740,GO:0008150
GO:0005694,GO:0043232
GO:0006571,GO:0009095
GO:0033015,GO:0033013
GO:0016598,GO:0006511
GO:0006549,GO:1901605
GO:0019682,GO:0019637
GO:0006003,GO:0019637
GO:0051052,GO:0019219
GO:0045727,GO:0010628
GO:0001906,GO:0009987
GO:0001510,GO:0043414
GO:0034250,GO:0034248
GO:0006003,GO:0006796
GO:0006106,GO:0043648
